issn,titulo,citacoes_jcr,citacoes_scimago,impacto_jcr,impacto_scimago
15209210,IEEE TRANSACTIONS ON MULTIMEDIA,8,152,8.4,2.26
15404781,MODERN LANGUAGE JOURNAL,6,112,4.7,2.259
00267902,MODERN LANGUAGE JOURNAL,6,112,4.7,2.259
02719142,JOURNAL OF CLINICAL IMMUNOLOGY,6,115,7.2,2.258
15732592,JOURNAL OF CLINICAL IMMUNOLOGY,6,115,7.2,2.258
08351813,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,4,72,3.0,2.258
15327973,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,4,72,3.0,2.258
03008428,BASIC RESEARCH IN CARDIOLOGY,7,109,7.5,2.256
14351803,BASIC RESEARCH IN CARDIOLOGY,7,109,7.5,2.256
09692290,REVIEW OF INTERNATIONAL POLITICAL ECONOMY,5,88,3.7,2.256
14664526,REVIEW OF INTERNATIONAL POLITICAL ECONOMY,5,88,3.7,2.256
0305750X,WORLD DEVELOPMENT,6,219,5.4,2.253
18735991,WORLD DEVELOPMENT,6,219,5.4,2.253
21565376,Advances in Nutrition,10,132,8.0,2.249
21618313,Advances in Nutrition,10,132,8.0,2.249
24734284,JCO Precision Oncology,5,48,5.3,2.249
1600051X,JOURNAL OF CLINICAL PERIODONTOLOGY,9,177,5.8,2.249
03036979,JOURNAL OF CLINICAL PERIODONTOLOGY,9,177,5.8,2.249
05867614,SCHIZOPHRENIA BULLETIN,6,222,5.3,2.249
17451701,SCHIZOPHRENIA BULLETIN,6,222,5.3,2.249
0160791X,TECHNOLOGY IN SOCIETY,9,88,10.1,2.249
18149332,Climate of the Past,3,95,3.8,2.247
18149324,Climate of the Past,3,95,3.8,2.247
23974648,npj Quantum Materials,5,51,5.4,2.247
14693062,CLIMATE POLICY,6,85,5.3,2.245
17527457,CLIMATE POLICY,6,85,5.3,2.245
19417632,Circulation-Cardiovascular Interventions,6,116,6.1,2.242
19417640,Circulation-Cardiovascular Interventions,6,116,6.1,2.242
1532429X,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,5,115,4.2,2.242
10976647,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,5,115,4.2,2.242
25425048,Advanced Industrial and Engineering Polymer Research,0,29,9.9,2.234
19411413,Annual Review of Food Science and Technology,13,94,10.6,2.233
19411421,Annual Review of Food Science and Technology,13,94,10.6,2.233
00028312,AMERICAN EDUCATIONAL RESEARCH JOURNAL,5,144,3.5,2.232
19351011,AMERICAN EDUCATIONAL RESEARCH JOURNAL,5,144,3.5,2.232
1096603X,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,2,98,2.6,2.231
10635203,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,2,98,2.6,2.231
23638354,Adolescent Research Review,5,34,4.7,2.229
23638346,Adolescent Research Review,5,34,4.7,2.229
16891392,CELLULAR & MOLECULAR BIOLOGY LETTERS,8,65,9.2,2.229
14258153,CELLULAR & MOLECULAR BIOLOGY LETTERS,8,65,9.2,2.229
02664658,ECONOMIC POLICY,5,88,4.5,2.229
14680327,ECONOMIC POLICY,5,88,4.5,2.229
15281167,EPILEPSIA,6,220,6.6,2.227
00139580,EPILEPSIA,6,220,6.6,2.227
14617188,GROUP PROCESSES & INTERGROUP RELATIONS,3,93,4.0,2.225
13684302,GROUP PROCESSES & INTERGROUP RELATIONS,3,93,4.0,2.225
00223506,JOURNAL OF PERSONALITY,4,167,3.2,2.223
14676494,JOURNAL OF PERSONALITY,4,167,3.2,2.223
15537374,PLoS Pathogens,5,246,5.5,2.223
15537366,PLoS Pathogens,5,246,5.5,2.223
15455971,IEEE Transactions on Dependable and Secure Computing,6,100,7.0,2.222
21965404,Nano Convergence,10,49,13.4,2.222
14494035,Policy and Society,7,57,5.7,2.221
15537404,PLoS Genetics,4,271,4.0,2.219
17519004,Social and Personality Psychology Compass,5,80,4.8,2.218
2471254X,Hepatology Communications,5,51,5.6,2.217
21951071,Advanced Optical Materials,9,145,8.0,2.216
15321681,BLOOD REVIEWS,7,112,6.9,2.216
0268960X,BLOOD REVIEWS,7,112,6.9,2.216
00222836,JOURNAL OF MOLECULAR BIOLOGY,4,292,4.7,2.212
10898638,JOURNAL OF MOLECULAR BIOLOGY,4,292,4.7,2.212
14617005,AUTISM,6,123,5.2,2.21
13623613,AUTISM,6,123,5.2,2.21
08858969,IEEE TRANSACTIONS ON ENERGY CONVERSION,5,200,5.0,2.21
15580059,IEEE TRANSACTIONS ON ENERGY CONVERSION,5,200,5.0,2.21
09607692,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,6,170,6.1,2.207
14690705,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,6,170,6.1,2.207
20581742,European Heart Journal-Quality of Care and Clinical Outcomes,4,37,4.8,2.206
20585225,European Heart Journal-Quality of Care and Clinical Outcomes,4,37,4.8,2.206
17452767,Virtual and Physical Prototyping,10,70,10.2,2.206
17452759,Virtual and Physical Prototyping,10,70,10.2,2.206
21583188,Translational Psychiatry,6,125,5.8,2.203
15353958,Corporate Social Responsibility and Environmental Management,10,113,8.3,2.201
15353966,Corporate Social Responsibility and Environmental Management,10,113,8.3,2.201
23969881,European Stroke Journal,5,35,5.8,2.201
23969873,European Stroke Journal,5,35,5.8,2.201
26666065,Lancet Regional Health-Western Pacific,7,29,7.6,2.197
17598753,Mobile DNA,4,45,4.7,2.196
10800549,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,10,99,8.4,2.195
15590267,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,10,99,8.4,2.195
15411672,IEEE INTELLIGENT SYSTEMS,5,140,5.6,2.195
1600079X,JOURNAL OF PINEAL RESEARCH,10,163,8.3,2.194
07423098,JOURNAL OF PINEAL RESEARCH,10,163,8.3,2.194
10636536,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,5,191,4.9,2.193
15580865,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,5,191,4.9,2.193
0015198X,FINANCIAL ANALYSTS JOURNAL,4,91,3.4,2.191
01446665,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,4,114,3.2,2.19
20448309,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,4,114,3.2,2.19
01651781,PSYCHIATRY RESEARCH,5,171,4.2,2.189
18727123,PSYCHIATRY RESEARCH,5,171,4.2,2.189
20625871,Journal of Behavioral Addictions,7,81,6.6,2.188
20635303,Journal of Behavioral Addictions,7,81,6.6,2.188
27728307,Superconductivity,5,8,5.6,2.181
03553140,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,4,118,4.7,2.179
1795990X,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,4,118,4.7,2.179
15477215,JOURNAL OF INTERNATIONAL MARKETING,7,107,4.9,2.178
1069031X,JOURNAL OF INTERNATIONAL MARKETING,7,107,4.9,2.178
1365313X,PLANT JOURNAL,7,314,6.2,2.176
09607412,PLANT JOURNAL,7,314,6.2,2.176
10188827,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,5,116,6.0,2.175
1435165X,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,5,116,6.0,2.175
0740624X,GOVERNMENT INFORMATION QUARTERLY,9,133,7.8,2.171
19391307,Journal of Occupational Health Psychology,8,146,5.9,2.169
10768998,Journal of Occupational Health Psychology,8,146,5.9,2.169
15231739,CONSERVATION BIOLOGY,6,249,5.2,2.168
08888892,CONSERVATION BIOLOGY,6,249,5.2,2.168
23274697,IEEE Transactions on Network Science and Engineering,6,53,6.7,2.167
02182025,MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,3,93,3.6,2.167
17936314,MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,3,93,3.6,2.167
1052150X,BUSINESS ETHICS QUARTERLY,3,92,3.4,2.165
10596011,GROUP & ORGANIZATION MANAGEMENT,4,102,4.0,2.165
23782242,Limnology and Oceanography Letters,7,41,5.1,2.164
20462441,Open Biology,5,80,4.5,2.164
00361429,SIAM JOURNAL ON NUMERICAL ANALYSIS,3,149,2.8,2.163
10957170,SIAM JOURNAL ON NUMERICAL ANALYSIS,3,149,2.8,2.163
0162895X,POLITICAL PSYCHOLOGY,5,117,4.0,2.161
14679221,POLITICAL PSYCHOLOGY,5,117,4.0,2.161
26665468,Energy and AI,10,33,9.6,2.16
10436618,PHARMACOLOGICAL RESEARCH,9,169,9.1,2.16
10961186,PHARMACOLOGICAL RESEARCH,9,169,9.1,2.16
23738057,npj Parkinsons Disease,7,46,6.7,2.159
26441268,IEEE Open Journal of the Computer Society,6,17,5.7,2.158
00224871,JOURNAL OF TEACHER EDUCATION,5,109,3.1,2.158
15527816,JOURNAL OF TEACHER EDUCATION,5,109,3.1,2.158
18734995,JOURNAL OF CONTROLLED RELEASE,10,313,10.5,2.157
01683659,JOURNAL OF CONTROLLED RELEASE,10,313,10.5,2.157
20563051,Social Media + Society,6,68,5.5,2.156
13652591,INTERNATIONAL ENDODONTIC JOURNAL,5,147,5.4,2.155
01432885,INTERNATIONAL ENDODONTIC JOURNAL,5,147,5.4,2.155
16747755,Journal of Rock Mechanics and Geotechnical Engineering,7,74,9.4,2.154
15351645,Current Psychiatry Reports,7,114,5.5,2.151
15233812,Current Psychiatry Reports,7,114,5.5,2.151
15200477,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,7,231,6.9,2.149
00030007,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,7,231,6.9,2.149
00071323,British Journal of Surgery,8,228,8.6,2.148
13652168,British Journal of Surgery,8,228,8.6,2.148
19424795,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,12,69,6.4,2.147
19424787,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,12,69,6.4,2.147
00117315,DECISION SCIENCES,4,123,2.8,2.145
15405915,DECISION SCIENCES,4,123,2.8,2.145
15455955,IEEE Transactions on Automation Science and Engineering,6,109,5.9,2.144
00220477,JOURNAL OF ECOLOGY,6,212,5.3,2.144
13652745,JOURNAL OF ECOLOGY,6,212,5.3,2.144
14774054,BRIEFINGS IN BIOINFORMATICS,7,142,6.8,2.143
14675463,BRIEFINGS IN BIOINFORMATICS,7,142,6.8,2.143
00975397,SIAM JOURNAL ON COMPUTING,1,127,1.2,2.143
10957111,SIAM JOURNAL ON COMPUTING,1,127,1.2,2.143
14699923,NEW POLITICAL ECONOMY,4,70,3.8,2.141
13563467,NEW POLITICAL ECONOMY,4,70,3.8,2.141
22531556,ImmunoTargets and Therapy,8,25,6.2,2.14
00900036,AMERICAN JOURNAL OF PUBLIC HEALTH,10,307,9.6,2.139
15410048,AMERICAN JOURNAL OF PUBLIC HEALTH,10,307,9.6,2.139
16807324,ATMOSPHERIC CHEMISTRY AND PHYSICS,5,253,5.2,2.138
16807316,ATMOSPHERIC CHEMISTRY AND PHYSICS,5,253,5.2,2.138
10526234,SIAM JOURNAL ON OPTIMIZATION,3,146,2.6,2.138
10957189,SIAM JOURNAL ON OPTIMIZATION,3,146,2.6,2.138
14678276,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,4,133,4.2,2.136
00029092,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,4,133,4.2,2.136
14363291,Gastric Cancer,6,99,6.0,2.136
14363305,Gastric Cancer,6,99,6.0,2.136
18844057,NPG Asia Materials,9,111,8.6,2.136
18844049,NPG Asia Materials,9,111,8.6,2.136
14698722,WORK EMPLOYMENT AND SOCIETY,4,98,2.7,2.135
09500170,WORK EMPLOYMENT AND SOCIETY,4,98,2.7,2.135
17489326,Environmental Research Letters,7,183,5.8,2.134
18735371,INFORMATION PROCESSING & MANAGEMENT,7,123,7.4,2.134
03064573,INFORMATION PROCESSING & MANAGEMENT,7,123,7.4,2.134
10834435,IEEE-ASME TRANSACTIONS ON MECHATRONICS,6,160,6.1,2.133
19940416,Cryosphere,5,113,4.4,2.132
19940424,Cryosphere,5,113,4.4,2.132
02697491,ENVIRONMENTAL POLLUTION,8,301,7.6,2.132
18736424,ENVIRONMENTAL POLLUTION,8,301,7.6,2.132
24519030,Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,6,56,5.7,2.131
24519022,Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,6,56,5.7,2.131
00207136,INTERNATIONAL JOURNAL OF CANCER,6,260,5.7,2.131
10970215,INTERNATIONAL JOURNAL OF CANCER,6,260,5.7,2.131
10991255,JOURNAL OF APPLIED ECONOMETRICS,3,118,2.3,2.13
08837252,JOURNAL OF APPLIED ECONOMETRICS,3,118,2.3,2.13
13600443,ADDICTION,5,218,5.2,2.129
09652140,ADDICTION,5,218,5.2,2.129
10408363,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,9,90,6.6,2.128
1549781X,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,9,90,6.6,2.128
15387836,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,6,212,5.5,2.128
15387933,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,6,212,5.5,2.128
26624443,Communications Materials,7,34,7.5,2.127
15736938,EXPERIMENTAL ECONOMICS,2,65,1.7,2.127
13864157,EXPERIMENTAL ECONOMICS,2,65,1.7,2.127
26328674,NAR Cancer,4,17,3.4,2.127
20590105,npj Vaccines,6,47,6.9,2.127
20479980,Journal of the American Heart Association,5,135,5.0,2.126
00123692,CHEST,9,328,9.5,2.123
19313543,CHEST,9,328,9.5,2.123
1527974X,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,5,177,4.7,2.123
10675027,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,5,177,4.7,2.123
13653113,SYSTEMATIC ENTOMOLOGY,4,77,4.7,2.123
03076970,SYSTEMATIC ENTOMOLOGY,4,77,4.7,2.123
01615505,JOURNAL OF NUCLEAR MEDICINE,9,239,9.1,2.122
14765381,BRITISH JOURNAL OF PHARMACOLOGY,7,244,6.8,2.119
00071188,BRITISH JOURNAL OF PHARMACOLOGY,7,244,6.8,2.119
19317883,Foundations and Trends in Databases,2,19,2.7,2.119
19317891,Foundations and Trends in Databases,2,19,2.7,2.119
23773766,IEEE Robotics and Automation Letters,5,104,4.6,2.119
14614448,NEW MEDIA & SOCIETY,7,149,4.5,2.118
14617315,NEW MEDIA & SOCIETY,7,149,4.5,2.118
10806040,EMERGING INFECTIOUS DISEASES,7,264,7.2,2.117
10806059,EMERGING INFECTIOUS DISEASES,7,264,7.2,2.117
24686069,Materials Today Energy,8,67,9.0,2.116
1095953X,NEUROBIOLOGY OF DISEASE,5,191,5.1,2.116
09699961,NEUROBIOLOGY OF DISEASE,5,191,5.1,2.116
14492288,International Journal of Biological Sciences,8,118,8.2,2.114
10634584,Osteoarthritis and Cartilage,7,187,7.2,2.113
15229653,Osteoarthritis and Cartilage,7,187,7.2,2.113
21965412,Current Environmental Health Reports,9,67,7.4,2.11
18736785,Energy,8,251,9.0,2.11
03605442,Energy,8,251,9.0,2.11
10976744,AMERICAN HEART JOURNAL,3,206,3.7,2.109
00028703,AMERICAN HEART JOURNAL,3,206,3.7,2.109
15672190,Foundations and Trends in Communications and Information Theory,8,29,2.0,2.108
15672328,Foundations and Trends in Communications and Information Theory,8,29,2.0,2.108
1872826X,International Journal of Applied Earth Observation and Geoinformation,7,132,7.6,2.108
15698432,International Journal of Applied Earth Observation and Geoinformation,7,132,7.6,2.108
01659936,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,12,214,11.8,2.108
18793142,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,12,214,11.8,2.108
26672375,Cell Reports Methods,4,15,4.3,2.107
22120416,Ecosystem Services,6,109,6.1,2.106
10508406,JOURNAL OF THE LEARNING SCIENCES,5,111,3.0,2.105
15327809,JOURNAL OF THE LEARNING SCIENCES,5,111,3.0,2.105
20567944,npj Genomic Medicine,5,39,4.7,2.105
26395274,Research,8,51,8.5,2.102
20965168,Research,8,51,8.5,2.102
25155091,JNCI Cancer Spectrum,4,33,3.4,2.101
00320889,PLANT PHYSIOLOGY,7,362,6.5,2.101
15322548,PLANT PHYSIOLOGY,7,362,6.5,2.101
10806377,AMERICAN JOURNAL OF MATHEMATICS,1,67,1.7,2.094
00029327,AMERICAN JOURNAL OF MATHEMATICS,1,67,1.7,2.094
03066150,JOURNAL OF PEASANT STUDIES,5,106,4.4,2.092
17439361,JOURNAL OF PEASANT STUDIES,5,106,4.4,2.092
14702738,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,4,193,4.9,2.091
0143005X,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,4,193,4.9,2.091
23993642,Communications Biology,5,73,5.2,2.09
15397262,JOURNAL OF LIPID RESEARCH,5,223,5.0,2.09
00222275,JOURNAL OF LIPID RESEARCH,5,223,5.0,2.09
23304022,ACS Photonics,6,128,6.5,2.089
18611125,Acta Geotechnica,6,77,5.6,2.089
18611133,Acta Geotechnica,6,77,5.6,2.089
20556764,Nanoscale Horizons,8,74,8.0,2.089
20556756,Nanoscale Horizons,8,74,8.0,2.089
14783223,LIVER INTERNATIONAL,6,137,6.0,2.087
14783231,LIVER INTERNATIONAL,6,137,6.0,2.087
1556603X,IEEE Computational Intelligence Magazine,11,71,10.3,2.085
23308249,Reviews in Fisheries Science & Aquaculture,9,82,6.4,2.085
23308257,Reviews in Fisheries Science & Aquaculture,9,82,6.4,2.085
14723409,Environment and Planning A-Economy and Space,4,154,4.6,2.084
0308518X,Environment and Planning A-Economy and Space,4,154,4.6,2.084
10960783,JOURNAL OF FUNCTIONAL ANALYSIS,1,113,1.7,2.084
00221236,JOURNAL OF FUNCTIONAL ANALYSIS,1,113,1.7,2.084
17594812,Nature Reviews Urology,15,108,12.1,2.084
17594820,Nature Reviews Urology,15,108,12.1,2.084
14678624,CHILD DEVELOPMENT,4,289,3.9,2.082
00093920,CHILD DEVELOPMENT,4,289,3.9,2.082
01650327,JOURNAL OF AFFECTIVE DISORDERS,5,231,4.9,2.082
15732517,JOURNAL OF AFFECTIVE DISORDERS,5,231,4.9,2.082
14631326,DIABETES OBESITY & METABOLISM,5,153,5.4,2.079
14628902,DIABETES OBESITY & METABOLISM,5,153,5.4,2.079
00913022,FRONTIERS IN NEUROENDOCRINOLOGY,8,152,6.5,2.078
10956808,FRONTIERS IN NEUROENDOCRINOLOGY,8,152,6.5,2.078
09585192,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,5,139,4.9,2.078
14664399,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,5,139,4.9,2.078
15732606,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,8,99,6.9,2.075
13899155,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,8,99,6.9,2.075
0346251X,SYSTEM,5,104,4.9,2.075
15475271,HEART RHYTHM,5,158,5.6,2.072
15563871,HEART RHYTHM,5,158,5.6,2.072
15728145,JOURNAL OF INTELLIGENT MANUFACTURING,6,104,5.9,2.071
09565515,JOURNAL OF INTELLIGENT MANUFACTURING,6,104,5.9,2.071
22144048,Journal of High Energy Astrophysics,7,25,10.2,2.069
14719037,Public Management Review,6,97,5.0,2.069
21961115,Journal of Big Data,12,76,8.6,2.068
07352751,SOCIOLOGICAL THEORY,4,89,4.1,2.068
14679558,SOCIOLOGICAL THEORY,4,89,4.1,2.068
1750984X,International Review of Sport and Exercise Psychology,9,56,6.4,2.066
17509858,International Review of Sport and Exercise Psychology,9,56,6.4,2.066
00181560,HIGHER EDUCATION,5,127,3.6,2.065
1573174X,HIGHER EDUCATION,5,127,3.6,2.065
17568935,Epigenetics & Chromatin,4,68,4.2,2.062
21105820,Annals of Intensive Care,6,78,5.7,2.061
15526712,Human Resource Development Review,7,62,4.6,2.061
02724944,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,7,181,6.1,2.06
15229610,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,7,181,6.1,2.06
19448252,ACS Applied Materials & Interfaces,8,311,8.3,2.058
19448244,ACS Applied Materials & Interfaces,8,311,8.3,2.058
1475357X,Child and Adolescent Mental Health,5,58,6.8,2.058
14753588,Child and Adolescent Mental Health,5,58,6.8,2.058
09596526,Journal of Cleaner Production,10,309,9.7,2.058
18791786,Journal of Cleaner Production,10,309,9.7,2.058
27309401,Molecular Horticulture,10,10,10.6,2.057
10772626,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,5,166,4.7,2.056
23279125,Photonics Research,6,83,6.6,2.056
1991959X,Geoscientific Model Development,6,131,4.0,2.055
19919603,Geoscientific Model Development,6,131,4.0,2.055
18734235,BIOSENSORS & BIOELECTRONICS,9,239,10.7,2.052
09565663,BIOSENSORS & BIOELECTRONICS,9,239,10.7,2.052
15489213,PHYSIOLOGY,8,144,5.3,2.051
15489221,PHYSIOLOGY,8,144,5.3,2.051
18395260,Journal of Hospitality and Tourism Management,8,70,7.6,2.05
14476770,Journal of Hospitality and Tourism Management,8,70,7.6,2.05
03406717,HUMAN GENETICS,4,152,3.8,2.049
14321203,HUMAN GENETICS,4,152,3.8,2.049
22120947,Weather and Climate Extremes,7,57,6.1,2.049
00220396,Journal of Differential Equations,2,139,2.4,2.046
10902732,Journal of Differential Equations,2,139,2.4,2.046
1864564X,ChemSusChem,8,201,7.5,2.045
18645631,ChemSusChem,8,201,7.5,2.045
07493797,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,4,251,4.3,2.044
18732607,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,4,251,4.3,2.044
26942518,ACS Environmental Au,6,13,6.7,2.043
15691993,Journal of Cystic Fibrosis,4,91,5.4,2.043
18735010,Journal of Cystic Fibrosis,4,91,5.4,2.043
27726568,Carbon Capture Science & Technology,0,19,10.4,2.041
1573353X,JOURNAL OF BUSINESS AND PSYCHOLOGY,6,99,3.7,2.041
08893268,JOURNAL OF BUSINESS AND PSYCHOLOGY,6,99,3.7,2.041
08947317,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,5,151,5.4,2.041
25888420,Materials Today Nano,9,44,8.2,2.041
00380407,SOCIOLOGY OF EDUCATION,6,113,3.3,2.041
19398573,SOCIOLOGY OF EDUCATION,6,113,3.3,2.041
21967822,International Journal of STEM Education,7,50,5.6,2.035
09628436,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,6,319,5.4,2.035
14712970,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,6,319,5.4,2.035
03603989,HUMAN COMMUNICATION RESEARCH,4,106,4.4,2.034
14682958,HUMAN COMMUNICATION RESEARCH,4,106,4.4,2.034
10636692,IEEE-ACM TRANSACTIONS ON NETWORKING,3,184,3.0,2.034
15540634,Quarterly Journal of Political Science,2,44,1.5,2.033
15540626,Quarterly Journal of Political Science,2,44,1.5,2.033
19411359,Annual Review of Resource Economics,7,55,4.2,2.032
19411340,Annual Review of Resource Economics,7,55,4.2,2.032
00297844,OBSTETRICS AND GYNECOLOGY,7,259,5.7,2.032
19374208,IEEE TRANSACTIONS ON POWER DELIVERY,4,214,3.8,2.031
08858977,IEEE TRANSACTIONS ON POWER DELIVERY,4,214,3.8,2.031
26673789,Resources Conservation & Recycling Advances,5,21,5.4,2.031
20426410,Biology of Sex Differences,6,61,4.9,2.03
01407791,PLANT CELL AND ENVIRONMENT,7,237,6.0,2.03
13653040,PLANT CELL AND ENVIRONMENT,7,237,6.0,2.03
21507511,mBio,5,168,5.1,2.028
18790836,RELIABILITY ENGINEERING & SYSTEM SAFETY,8,179,9.4,2.028
09518320,RELIABILITY ENGINEERING & SYSTEM SAFETY,8,179,9.4,2.028
23746149,Advances in Physics-X,8,42,7.7,2.023
10902082,ADVANCES IN MATHEMATICS,1,113,1.5,2.022
00018708,ADVANCES IN MATHEMATICS,1,113,1.5,2.022
00197939,ILR Review,4,91,2.9,2.022
2162271X,ILR Review,4,91,2.9,2.022
21596778,Qualitative Research in Sport Exercise and Health,11,49,8.0,2.022
2159676X,Qualitative Research in Sport Exercise and Health,11,49,8.0,2.022
21993971,Soil,7,45,5.8,2.022
2199398X,Soil,7,45,5.8,2.022
14388871,JOURNAL OF MEDICAL INTERNET RESEARCH,6,197,5.8,2.02
16125118,Landslides,6,113,5.8,2.02
1612510X,Landslides,6,113,5.8,2.02
09537287,PRODUCTION PLANNING & CONTROL,8,104,6.1,2.02
13665871,PRODUCTION PLANNING & CONTROL,8,104,6.1,2.02
14706423,International Journal of Consumer Studies,7,98,8.6,2.019
14706431,International Journal of Consumer Studies,7,98,8.6,2.019
17438977,Particle and Fibre Toxicology,8,119,7.2,2.019
23256621,Annals of the American Thoracic Society,6,138,6.8,2.012
14798409,Journal of Financial Econometrics,4,50,1.8,2.011
1573059X,MARKETING LETTERS,3,84,2.5,2.011
09230645,MARKETING LETTERS,3,84,2.5,2.011
14717727,Information and Organization,9,75,5.7,2.01
02681072,NEW TECHNOLOGY WORK AND EMPLOYMENT,6,60,4.5,2.009
1468005X,NEW TECHNOLOGY WORK AND EMPLOYMENT,6,60,4.5,2.009
20458118,Fluids and Barriers of the CNS,7,65,5.9,2.008
1537260X,Academy of Management Learning & Education,5,95,4.8,2.007
13506129,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,6,72,5.2,2.007
17442818,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,6,72,5.2,2.007
1742464X,FEBS Journal,5,230,5.5,2.003
07498063,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,4,189,4.4,2.002
15263231,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,4,189,4.4,2.002
19391374,IEEE Transactions on Services Computing,5,87,5.5,2.002
17424933,Immunity & Ageing,6,61,5.2,1.999
21928614,Nanophotonics,7,100,6.5,1.999
21928606,Nanophotonics,7,100,6.5,1.999
00489697,Science of The Total Environment,8,353,8.2,1.998
18791026,Science of The Total Environment,8,353,8.2,1.998
1359107X,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,5,103,3.5,1.992
20448287,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,5,103,3.5,1.992
03603016,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,6,277,6.4,1.992
1879355X,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,6,277,6.4,1.992
10627995,PROGRESS IN PHOTOVOLTAICS,6,148,8.0,1.992
1099159X,PROGRESS IN PHOTOVOLTAICS,6,148,8.0,1.992
15207552,DIABETES-METABOLISM RESEARCH AND REVIEWS,6,135,4.6,1.991
15207560,DIABETES-METABOLISM RESEARCH AND REVIEWS,6,135,4.6,1.991
14672960,FISH AND FISHERIES,6,131,5.6,1.991
14672979,FISH AND FISHERIES,6,131,5.6,1.991
1549490X,ONCOLOGIST,5,189,4.8,1.991
10837159,ONCOLOGIST,5,189,4.8,1.991
18855857,REVISTA ESPANOLA DE CARDIOLOGIA,5,11,7.2,1.991
20402392,Molecular Autism,6,79,6.3,1.989
15326535,CLINICAL PHARMACOLOGY & THERAPEUTICS,6,209,6.3,1.988
00099236,CLINICAL PHARMACOLOGY & THERAPEUTICS,6,209,6.3,1.988
1533628X,Philosophers Imprint,1,29,1.4,1.987
0091732X,Review of Research in Education,8,74,2.4,1.987
19351038,Review of Research in Education,8,74,2.4,1.987
00222623,JOURNAL OF MEDICINAL CHEMISTRY,7,301,6.8,1.986
15204804,JOURNAL OF MEDICINAL CHEMISTRY,7,301,6.8,1.986
